team,rpi,year 
UL-Lafayette,0.5502,2003
Austin Peay,0.5501,2003
Illinois-Chi,0.5501,2003
Colorado St,0.5484,2003
Georgia Tech,0.5483,2003
Kent St,0.5477,2003
St. John's,0.5455,2003
Utah St,0.545,2003
Virginia,0.5445,2003
Florida St,0.5434,2003
San Diego,0.5432,2003
Fairfield,0.5428,2003
Hawaii,0.5424,2003
Rhode Island,0.5412,2003
Western Mich,0.5409,2003
Drexel,0.5408,2003
Temple,0.5403,2003
South Carolina,0.5401,2003
UAB,0.5391,2003
Sam Houston,0.5381,2003
Vanderbilt,0.5364,2003
Richmond,0.5364,2003
Iowa State,0.5357,2003
Charlotte,0.534,2003
Valparaiso,0.5338,2003
Rice,0.5328,2003
Nevada,0.5328,2003
San Diego St,0.5327,2003
Georgetown,0.5325,2003
Mississippi,0.5322,2003
Stephen F. Austin,0.5312,2003
Wagner,0.531,2003
UC Irvine,0.5306,2003
Mercer,0.5301,2003
Arkansas,0.5288,2003
Clemson,0.5285,2003
Chattanooga,0.5284,2003
Siena,0.5257,2003
West Virginia,0.5254,2003
Southern Cal,0.525,2003
Baylor,0.5245,2003
Eastern Wash,0.5242,2003
New Mexico St,0.5239,2003
Detroit,0.5238,2003
George Mason,0.5236,2003
Northern Ill,0.5231,2003
Iowa,0.523,2003
SMS,0.5226,2003
VCU,0.522,2003
Boston U,0.5215,2003
Wichita St,0.5213,2003
SMU,0.5212,2003
Niagara,0.5206,2003
East Tenn St,0.52,2003
Tennessee Tech,0.5197,2003
South Florida,0.5194,2003
UCF,0.5185,2003
Rutgers,0.5172,2003
Kansas St,0.5169,2003
Morehead St,0.5163,2003
Nebraska,0.5161,2003
UC Santa Barbara,0.5156,2003
San Francisco,0.5131,2003
Murray St,0.5109,2003
UCLA,0.5109,2003
Ball State,0.5103,2003
Pepperdine,0.5099,2003
St. Mary's,0.5095,2003
St. Bonaventure,0.5081,2003
Ohio,0.5076,2003
Tulane,0.5076,2003
Belmont,0.5068,2003
Vermont,0.5066,2003
Middle Tenn St,0.5063,2003
Brown,0.5062,2003
Princeton,0.5062,2003
Miami-Ohio,0.5058,2003
Southern Miss,0.5058,2003
Ark-Little Rock,0.5054,2003
South Alabama,0.5042,2003
Evansville,0.5037,2003
Iona,0.5034,2003
Delaware,0.5033,2003
Davidson,0.5025,2003
East Carolina,0.5013,2003
Oregon St,0.5003,2003
Air Force,0.4998,2003
Loyola-Chicago,0.4991,2003
IUPUI,0.4982,2003
Washington,0.4981,2003
Appalachian St,0.497,2003
Yale,0.4962,2003
George Wash,0.4959,2003
Hartford,0.4957,2003
American,0.4947,2003
Toledo,0.4942,2003
New Mexico,0.4934,2003
Northwestern,0.4933,2003
Oral Roberts,0.4913,2003
Bowling Green,0.4911,2003
La Salle,0.4902,2003
Denver,0.4902,2003
TX-Arlington,0.4899,2003
Idaho St,0.4898,2003
Marist,0.489,2003
La Tech,0.4882,2003
South Carolina St,0.4881,2003
New Orleans,0.488,2003
Jacksonville St,0.4877,2003
McNeese St,0.4868,2003
Akron,0.4866,2003
Winthrop,0.4863,2003
Cal Poly,0.4851,2003
Eastern Ill,0.4851,2003
UNC Asheville,0.4844,2003
Hampton,0.4841,2003
Miami-Florida,0.4838,2003
Birmingham Southern,0.4828,2003
Quinnipiac,0.4827,2003
Boise St,0.4815,2003
Bradley,0.4814,2003
Monmouth,0.4811,2003
Florida A&M,0.481,2003
Old Dominion,0.4803,2003
Marshall,0.4802,2003
TCU,0.4801,2003
SW Texas St,0.48,2003
Oakland,0.4799,2003
Virginia Tech,0.4792,2003
Delaware St,0.4787,2003
Penn State,0.4783,2003
Prairie View A&M,0.4775,2003
Samford,0.4748,2003
Eastern Mich,0.4747,2003
Pacific,0.4728,2003
Harvard,0.4725,2003
Santa Clara,0.4711,2003
Massachusetts,0.4706,2003
Montana,0.4705,2003
Central Conn,0.4699,2003
Binghamton,0.4697,2003
Rider,0.4687,2003
Northern Ariz,0.4684,2003
Georgia So,0.4678,2003
Maine,0.4657,2003
Texas Southern,0.4657,2003
Georgia St,0.4654,2003
Houston,0.4653,2003
CS Northridge,0.465,2003
St. Francis-PA,0.4644,2003
Illinois St,0.4641,2003
Charleston So,0.4641,2003
Arkansas St,0.4638,2003
Furman,0.463,2003
Northeastern,0.463,2003
Lehigh,0.4626,2003
Tenn-Martin,0.4626,2003
Loyola-Marymount,0.4625,2003
Jacksonville,0.4623,2003
St. Peter's,0.4615,2003
Washington St,0.4612,2003
Wofford,0.461,2003
Wis-Green Bay,0.4607,2003
James Madison,0.4606,2003
Bucknell,0.4604,2003
Wright St,0.4589,2003
St. Francis-NY,0.4585,2003
Miss Valley St,0.4583,2003
Montana St,0.4566,2003
Portland,0.4566,2003
Lamar,0.4565,2003
Duquesne,0.4558,2003
Elon,0.4555,2003
Northern Iowa,0.4555,2003
Coppin St,0.4554,2003
Canisius,0.4544,2003
Alabama St,0.4537,2003
Fairleigh Dickinson,0.4528,2003
Colgate,0.4524,2003
Idaho,0.4521,2003
SE Louisiana,0.4509,2003
Sacramento St,0.4506,2003
TX-San Antonio,0.4485,2003
Hofstra,0.4483,2003
North Texas,0.4479,2003
Coastal Carolina,0.4476,2003
Liberty,0.4456,2003
Lafayette,0.4452,2003
Indiana St,0.4447,2003
Howard,0.4445,2003
Drake,0.4437,2003
TAMU-CC,0.4436,2003
Alcorn St,0.4433,2003
William & Mary,0.4423,2003
UL-Monroe,0.441,2003
Stony Brook,0.4391,2003
Cleveland St,0.4388,2003
SE Missouri St,0.4359,2003
UMKC,0.4347,2003
CS Fullerton,0.4334,2003
Florida Intl,0.4285,2003
Long Island,0.427,2003
VMI,0.4262,2003
Eastern Ky,0.4261,2003
Southern Utah,0.4252,2003
Grambling,0.4252,2003
Jackson St,0.4248,2003
Centenary,0.424,2003
Youngstown St,0.4237,2003
Mt St. Mary's,0.4219,2003
Norfolk St,0.4218,2003
IPFW,0.4208,2003
Robert Morris,0.4198,2003
Radford,0.4195,2003
Navy,0.4192,2003
UNC Greensboro,0.4171,2003
UC Riverside,0.4169,2003
Fordham,0.4168,2003
Western Car,0.4163,2003
Dartmouth,0.4156,2003
Cornell,0.4143,2003
Florida Atl,0.414,2003
Albany,0.4122,2003
Sacred Heart,0.4098,2003
Portland St,0.4094,2003
San Jose St,0.4092,2003
Stetson,0.4085,2003
Gardner-Webb,0.4042,2003
The Citadel,0.4025,2003
UTEP,0.4009,2003
UMBC,0.3987,2003
Buffalo,0.3985,2003
Northwestern St,0.3982,2003
Western Ill,0.3966,2003
High Point,0.394,2003
Loyola-Maryland,0.393,2003
Long Beach,0.3891,2003
New Hampshire,0.3874,2003
TX-Pan American,0.3856,2003
Bethune-Cookman,0.3851,2003
Ark-Pine Bluff,0.3803,2003
Alabama A&M,0.3772,2003
Chicago St,0.3737,2003
Towson,0.3724,2003
Army,0.3713,2003
Campbell,0.366,2003
Nicholls St,0.3636,2003
Lipscomb,0.362,2003
Morgan St,0.3611,2003
MD-East Shore,0.3581,2003
Tennessee St,0.3517,2003
North Carolina A&T,0.3515,2003
Southern U,0.3506,2003
Columbia,0.3499,2003
Savannah St,0.3474,2003
Morris Brown,0.3424,2003
Duke,0.6664,2004
Kentucky,0.6663,2004
Saint Joseph's,0.6587,2004
Mississippi St,0.6437,2004
Connecticut,0.64,2004
Oklahoma St,0.64,2004
Stanford,0.6368,2004
Pittsburgh,0.6364,2004
Gonzaga,0.6316,2004
Texas,0.6311,2004
Cincinnati,0.6311,2004
Wisconsin,0.6266,2004
Florida,0.6257,2004
Syracuse,0.6221,2004
Kansas,0.6216,2004
Georgia Tech,0.6212,2004
North Carolina St,0.6194,2004
Maryland,0.6175,2004
North Carolina,0.6146,2004
Wake Forest,0.6133,2004
Providence,0.6121,2004
Boston College,0.6112,2004
Illinois,0.6103,2004
Louisville,0.6099,2004
Southern Ill,0.6076,2004
Alabama,0.6061,2004
Vanderbilt,0.6058,2004
Seton Hall,0.6033,2004
Nevada,0.6013,2004
Texas Tech,0.5978,2004
BYU,0.5973,2004
Memphis,0.5962,2004
UAB,0.5959,2004
Charlotte,0.5932,2004
Xavier,0.5927,2004
Utah,0.5925,2004
DePaul,0.5888,2004
LSU,0.5883,2004
Michigan St,0.5877,2004
Dayton,0.5864,2004
Arizona,0.5852,2004
Manhattan,0.5844,2004
Utah St,0.584,2004
Western Mich,0.5831,2004
South Carolina,0.5822,2004
UTEP,0.5811,2004
Richmond,0.5773,2004
Georgia,0.5773,2004
Notre Dame,0.5772,2004
Oklahoma,0.5765,2004
Missouri,0.5758,2004
Virginia,0.5709,2004
Florida St,0.5702,2004
VCU,0.5689,2004
Michigan,0.5669,2004
Rutgers,0.5667,2004
Colorado,0.5665,2004
Murray St,0.5658,2004
Northern Iowa,0.5652,2004
Washington,0.5646,2004
East Tenn St,0.5645,2004
UCF,0.5645,2004
Rice,0.5645,2004
Saint Louis,0.5641,2004
Pacific,0.564,2004
Troy St,0.5639,2004
Villanova,0.5629,2004
Wichita St,0.5621,2004
Iowa State,0.5619,2004
Air Force,0.5588,2004
UL-Lafayette,0.5581,2004
Boise St,0.5578,2004
Hawaii,0.5563,2004
George Wash,0.5556,2004
Wis-Milwaukee,0.5555,2004
Kent St,0.5552,2004
Creighton,0.5545,2004
Tennessee,0.5543,2004
Auburn,0.5518,2004
UNLV,0.5516,2004
George Mason,0.5509,2004
Rhode Island,0.5507,2004
Marquette,0.5495,2004
Boston U,0.549,2004
Belmont,0.5471,2004
Iowa,0.5469,2004
Illinois-Chi,0.5463,2004
Indiana,0.5449,2004
Oregon,0.5448,2004
Clemson,0.5396,2004
Toledo,0.5396,2004
Nebraska,0.5396,2004
Miami-Ohio,0.5385,2004
Austin Peay,0.5383,2004
Mississippi,0.5377,2004
SMS,0.5376,2004
West Virginia,0.5361,2004
Niagara,0.5359,2004
Old Dominion,0.5356,2004
Temple,0.5351,2004
Drexel,0.5348,2004
Fresno St,0.5297,2004
St. Peter's,0.5292,2004
St. Mary's,0.5287,2004
Northwestern,0.5287,2004
Coll of Charleston,0.5271,2004
Purdue,0.5271,2004
Virginia Tech,0.5267,2004
California,0.5264,2004
Detroit,0.5262,2004
Arkansas,0.5262,2004
Southern Cal,0.5253,2004
Georgia St,0.5245,2004
Kansas St,0.5227,2004
Vermont,0.522,2004
Monmouth,0.5218,2004
San Diego St,0.5198,2004
Davidson,0.5184,2004
San Francisco,0.5184,2004
TCU,0.5176,2004
Princeton,0.517,2004
Chattanooga,0.5168,2004
Southern Miss,0.5164,2004
Pennsylvania,0.516,2004
Fairfield,0.5149,2004
Wyoming,0.5132,2004
Eastern Wash,0.5129,2004
Middle Tenn St,0.5114,2004
Pepperdine,0.5114,2004
Delaware,0.5113,2004
New Orleans,0.5109,2004
Colorado St,0.5107,2004
UCLA,0.5105,2004
Miss Valley St,0.5089,2004
UNC Wilmington,0.5086,2004
Buffalo,0.5083,2004
Wis-Green Bay,0.5079,2004
Santa Clara,0.5068,2004
Valparaiso,0.5067,2004
Hofstra,0.5055,2004
IUPUI,0.5054,2004
Georgetown,0.5053,2004
Georgia So,0.5052,2004
Western Ky,0.5034,2004
New Mexico,0.5032,2004
Ball State,0.5025,2004
Ohio State,0.5011,2004
Lafayette,0.4999,2004
Washington St,0.4999,2004
Marshall,0.499,2004
East Carolina,0.4983,2004
Bradley,0.498,2004
UC Santa Barbara,0.4977,2004
Northeastern,0.4972,2004
Maine,0.4964,2004
Minnesota,0.4949,2004
Oral Roberts,0.4935,2004
La Tech,0.4921,2004
American,0.4919,2004
Idaho,0.4919,2004
Birmingham Southern,0.4918,2004
Duquesne,0.4905,2004
Wright St,0.4902,2004
Fairleigh Dickinson,0.4901,2004
Liberty,0.4901,2004
Butler,0.4895,2004
Siena,0.4892,2004
Oregon St,0.4883,2004
Denver,0.488,2004
SMU,0.4873,2004
Miami-Florida,0.487,2004
Stephen F. Austin,0.4869,2004
St. John's,0.4865,2004
Massachusetts,0.4859,2004
Rider,0.4858,2004
Morehead St,0.485,2004
Arkansas St,0.4843,2004
Weber St,0.4838,2004
SE Louisiana,0.4835,2004
Loyola-Marymount,0.4831,2004
Tulane,0.4831,2004
Ark-Little Rock,0.4827,2004
Centenary,0.4826,2004
Arizona St,0.482,2004
TAMU-CC,0.4816,2004
CS Northridge,0.4815,2004
Houston,0.4815,2004
La Salle,0.4811,2004
Penn State,0.48,2004
New Mexico St,0.4799,2004
South Alabama,0.4798,2004
Illinois St,0.4795,2004
Portland,0.4794,2004
Lehigh,0.4788,2004
Furman,0.4787,2004
Drake,0.4781,2004
Tulsa,0.4749,2004
St. Bonaventure,0.4744,2004
Bowling Green,0.4743,2004
TX-San Antonio,0.4739,2004
Akron,0.4737,2004
UMKC,0.4732,2004
Iona,0.4726,2004
Binghamton,0.4725,2004
TX-Arlington,0.4698,2004
Chicago St,0.4695,2004
Central Conn,0.469,2004
Mercer,0.469,2004
Brown,0.4688,2004
Winthrop,0.4666,2004
Fordham,0.4661,2004
TX-Pan American,0.4658,2004
Baylor,0.4656,2004
Yale,0.4645,2004
Eastern Ky,0.4636,2004
Bucknell,0.4634,2004
Robert Morris,0.4634,2004
South Carolina St,0.4615,2004
Wagner,0.4607,2004
High Point,0.4605,2004
Tennessee Tech,0.4605,2004
South Florida,0.4603,2004
UC Irvine,0.4603,2004
Stetson,0.4602,2004
Loyola-Chicago,0.4602,2004
St. Francis-NY,0.4599,2004
Holy Cross,0.4599,2004
Idaho St,0.4598,2004
Indiana St,0.4595,2004
Alabama St,0.4584,2004
Ohio,0.4569,2004
Evansville,0.4546,2004
Oakland,0.4546,2004
Coppin St,0.4542,2004
Hartford,0.4539,2004
Western Car,0.4524,2004
North Texas,0.4517,2004
Northern Ariz,0.4515,2004
Colgate,0.451,2004
Delaware St,0.4507,2004
CS Fullerton,0.4501,2004
Cal Poly,0.45,2004
Elon,0.4499,2004
Montana St,0.4498,2004
UC Riverside,0.4495,2004
Texas A&M,0.4487,2004
Canisius,0.4486,2004
Appalachian St,0.448,2004
St. Francis-PA,0.4476,2004
Jacksonville,0.4467,2004
Sacred Heart,0.4467,2004
Jacksonville St,0.4455,2004
Eastern Mich,0.4423,2004
Montana,0.4422,2004
UNC Greensboro,0.4412,2004
Sacramento St,0.4408,2004
Youngstown St,0.4405,2004
Tenn-Martin,0.4402,2004
Southern Utah,0.4398,2004
Samford,0.4393,2004
Mt St. Mary's,0.439,2004
Florida A&M,0.4381,2004
Coastal Carolina,0.4365,2004
McNeese St,0.4357,2004
William & Mary,0.4346,2004
Stony Brook,0.4342,2004
SE Missouri St,0.4318,2004
UL-Monroe,0.4312,2004
Cornell,0.431,2004
Portland St,0.4298,2004
Hampton,0.4293,2004
UNC Asheville,0.4275,2004
New Hampshire,0.4268,2004
Jackson St,0.4267,2004
Texas St,0.4252,2004
Wofford,0.425,2004
Alcorn St,0.4239,2004
Towson,0.4236,2004
Northern Ill,0.4234,2004
Alabama A&M,0.423,2004
Sam Houston,0.4227,2004
San Jose St,0.4216,2004
Northwestern St,0.4215,2004
Morgan St,0.4197,2004
Southern U,0.4191,2004
Columbia,0.4175,2004
Texas Southern,0.4173,2004
Marist,0.4156,2004
Long Island,0.4154,2004
James Madison,0.4153,2004
Central Mich,0.4138,2004
Gardner-Webb,0.4137,2004
Tennessee St,0.4133,2004
Lamar,0.4116,2004
Radford,0.4098,2004
Grambling,0.4094,2004
Florida Atl,0.4093,2004
San Diego,0.407,2004
UMBC,0.405,2004
Long Beach,0.4027,2004
Quinnipiac,0.4021,2004
Lipscomb,0.3985,2004
IPFW,0.3983,2004
Savannah St,0.3983,2004
The Citadel,0.398,2004
Prairie View A&M,0.3972,2004
Cleveland St,0.3936,2004
Harvard,0.393,2004
Albany,0.3922,2004
Norfolk St,0.3854,2004
Florida Intl,0.3806,2004
VMI,0.3802,2004
Western Ill,0.3801,2004
Eastern Ill,0.38,2004
Navy,0.3799,2004
Charleston So,0.3738,2004
Campbell,0.3728,2004
MD-East Shore,0.3723,2004
Army,0.3697,2004
Bethune-Cookman,0.3687,2004
Howard,0.36,2004
Loyola-Maryland,0.3594,2004
North Carolina A&T,0.357,2004
Dartmouth,0.346,2004
Nicholls St,0.3451,2004
Ark-Pine Bluff,0.3409,2004
Kansas,0.6693,2005
Illinois,0.6672,2005
Washington,0.6579,2005
Duke,0.6576,2005
Oklahoma St,0.6574,2005
North Carolina,0.6535,2005
Wake Forest,0.6534,2005
Arizona,0.6387,2005
Boston College,0.6375,2005
Gonzaga,0.637,2005
Kentucky,0.6365,2005
Louisville,0.6273,2005
Connecticut,0.6264,2005
Wisconsin,0.626,2005
Villanova,0.6251,2005
Southern Illinois,0.6205,2005
Alabama,0.6204,2005
Oklahoma,0.62,2005
Florida,0.6191,2005
Syracuse,0.6173,2005
Michigan St,0.6109,2005
Pacific,0.6053,2005
Utah,0.6042,2005
Cincinnati,0.6034,2005
LSU,0.6015,2005
Vermont,0.6011,2005
Georgia Tech,0.5917,2005
Texas Tech,0.5913,2005
Mississippi St,0.5871,2005
St. Mary's,0.5862,2005
Charlotte,0.5861,2005
Nevada,0.5851,2005
UTEP,0.5849,2005
West Virginia,0.5847,2005
Old Dominion,0.5816,2005
Pittsburgh,0.5807,2005
Northern Iowa,0.5804,2005
UCLA,0.5803,2005
Miami-Ohio,0.5797,2005
Minnesota,0.5783,2005
Stanford,0.578,2005
Texas,0.5779,2005
Iowa,0.5775,2005
Creighton,0.5758,2005
Wichita St,0.5757,2005
Buffalo,0.5736,2005
UL Lafayette,0.5711,2005
Ohio,0.5693,2005
UAB,0.5692,2005
Utah St,0.5667,2005
Ohio State,0.5667,2005
SMS,0.5657,2005
DePaul,0.565,2005
Northeastern,0.5646,2005
Pennsylvania,0.5644,2005
George Washington,0.5639,2005
Maryland,0.5637,2005
Wis-Milwaukee,0.5631,2005
Rice,0.5626,2005
Indiana,0.5617,2005
Kent St,0.5611,2005
Iowa State,0.5608,2005
North Carolina St,0.5606,2005
Bucknell,0.5596,2005
Saint Joseph's,0.558,2005
Holy Cross,0.5574,2005
New Mexico,0.557,2005
Arizona St,0.5563,2005
Miami-Florida,0.556,2005
Akron,0.5545,2005
Texas A&M,0.5545,2005
Missouri,0.5542,2005
Notre Dame,0.5541,2005
Vanderbilt,0.5537,2005
Western Kentucky,0.5531,2005
Hofstra,0.553,2005
Georgetown,0.5517,2005
Davidson,0.5517,2005
Ark-Little Rock,0.5516,2005
Virginia,0.5514,2005
Oregon,0.5502,2005
Winthrop,0.5495,2005
Houston,0.5494,2005
Boston U,0.5492,2005
Drexel,0.5489,2005
San Francisco,0.5485,2005
Clemson,0.5459,2005
Marquette,0.5456,2005
VCU,0.545,2005
South Carolina,0.5438,2005
TCU,0.5419,2005
UNLV,0.541,2005
Providence,0.5407,2005
Washington St,0.5406,2005
Niagara,0.5404,2005
Temple,0.5387,2005
Kansas St,0.5387,2005
Western Michigan,0.5386,2005
Colorado,0.5386,2005
Arkansas,0.5385,2005
Denver,0.5382,2005
Oral Roberts,0.5378,2005
UNC Wilmington,0.5368,2005
Oregon St,0.5361,2005
Toledo,0.5348,2005
Tennessee,0.5318,2005
Bowling Green,0.5308,2005
UCF,0.5307,2005
Memphis,0.5297,2005
CS Northridge,0.529,2005
Nebraska,0.5283,2005
Virginia Tech,0.527,2005
CS Fullerton,0.5262,2005
Air Force,0.5259,2005
SE Louisiana,0.5229,2005
Eastern Kentucky,0.5221,2005
Ball State,0.522,2005
Princeton,0.5217,2005
Northwestern,0.5216,2005
Illinois St,0.5213,2005
Wyoming,0.5212,2005
San Diego,0.5211,2005
Rider,0.5211,2005
Middle Tenn St,0.5209,2005
Pepperdine,0.5207,2005
Dayton,0.5205,2005
Southern California,0.5195,2005
California,0.5183,2005
Delaware St,0.5182,2005
Northwestern St,0.5176,2005
Hawaii,0.5163,2005
Santa Clara,0.5163,2005
Seton Hall,0.5157,2005
Florida St,0.5156,2005
Chattanooga,0.515,2005
Massachusetts,0.5142,2005
Auburn,0.513,2005
UNC Greensboro,0.513,2005
Xavier,0.512,2005
Mississippi,0.5112,2005
Murray St,0.5096,2005
Bradley,0.5093,2005
American,0.5089,2005
Rutgers,0.5083,2005
Coll of Charleston,0.5083,2005
Wis-Green Bay,0.5075,2005
Drake,0.5075,2005
SMU,0.5064,2005
Louisiana Tech,0.5063,2005
Richmond,0.5056,2005
Coppin St,0.5045,2005
Portland,0.5045,2005
Fresno St,0.5038,2005
George Mason,0.5011,2005
Illinois-Chicago,0.5007,2005
Gardner-Webb,0.5003,2005
Michigan,0.4997,2005
Montana,0.4993,2005
Sam Houston,0.4979,2005
Georgia St,0.4963,2005
Tennessee St,0.4961,2005
Tennessee Tech,0.4958,2005
Arkansas St,0.4955,2005
St. Peter's,0.4948,2005
St. John's,0.4939,2005
Loyola Marymount,0.4931,2005
Lamar,0.4929,2005
IUPUI,0.4925,2005
Fairleigh Dickinson,0.4913,2005
South Florida,0.4908,2005
UMKC,0.4897,2005
TAMU-CC,0.4897,2005
Wright St,0.489,2005
Maine,0.4883,2005
Portland St,0.488,2005
Detroit,0.4876,2005
Florida Intl,0.4873,2005
Fairfield,0.4863,2005
Purdue,0.485,2005
Appalachian St,0.4844,2005
Saint Louis,0.4841,2005
Hampton,0.4838,2005
Georgia So,0.4836,2005
Northern Illinois,0.4836,2005
UC Irvine,0.4825,2005
San Diego St,0.482,2005
Manhattan,0.4816,2005
Binghamton,0.4814,2005
Valparaiso,0.4809,2005
Yale,0.4809,2005
Fordham,0.4808,2005
Oakland,0.4802,2005
Monmouth,0.4797,2005
East Carolina,0.4796,2005
Iona,0.4795,2005
Albany,0.4784,2005
Harvard,0.4782,2005
North Texas,0.4771,2005
Furman,0.4768,2005
Boise St,0.4768,2005
Indiana St,0.4767,2005
Birmingham Southern,0.4755,2005
St. Francis-PA,0.475,2005
Belmont,0.4747,2005
SE Missouri St,0.4746,2005
South Carolina St,0.4744,2005
New Orleans,0.4741,2005
Mercer,0.4732,2005
Loyola (Chicago),0.4726,2005
Cornell,0.4722,2005
TX-San Antonio,0.4716,2005
Georgia,0.4704,2005
Florida A&M,0.4689,2005
La Salle,0.4688,2005
Austin Peay,0.4688,2005
BYU,0.468,2005
Jacksonville,0.4665,2005
Evansville,0.464,2005
Troy,0.4633,2005
Lipscomb,0.4631,2005
Wagner,0.4624,2005
Liberty,0.462,2005
Weber St,0.4617,2005
Robert Morris,0.4614,2005
Samford,0.4597,2005
Alabama A&M,0.4591,2005
Penn State,0.4588,2005
Wofford,0.458,2005
Brown,0.458,2005
Florida Atlantic,0.4577,2005
Delaware,0.4569,2005
UC Santa Barbara,0.4564,2005
Charleston Southern,0.4557,2005
Stony Brook,0.4556,2005
Marshall,0.4547,2005
Long Island,0.4536,2005
Utah Valley St,0.4534,2005
Colgate,0.451,2005
Southern Miss,0.4502,2005
Lehigh,0.4502,2005
Butler,0.4499,2005
Colorado St,0.4489,2005
Tulsa,0.4482,2005
Grambling,0.4479,2005
Central Michigan,0.4479,2005
McNeese St,0.4476,2005
Tulane,0.4474,2005
South Alabama,0.4466,2005
Miss Valley St,0.4456,2005
Alabama St,0.4447,2005
UC Davis,0.4436,2005
UNC Asheville,0.4434,2005
Central Connecticut,0.4432,2005
Southern Utah,0.4422,2005
Chicago St,0.4421,2005
Stetson,0.4419,2005
Dartmouth,0.4418,2005
Baylor,0.4418,2005
